Recid,Candidate Counter,Election Counter,Candidate Name,Candidate Party,Candidate Vote,Candidate Position,Candidate Female,Candidate Incumbent,Party Preference,Gender Preference,Incumbency Preference,Ward Counter,Election Year,Vacancies,Electorate,Turnout,Ballots,Total Party Preferences,Total Gender Preferences,Total Incumbency Preferences,BottomTier Counter,Ward Name,1971 Zone ID,1981 Zone ID,1991 Zone ID,2001 Zone ID,1968 Constituency ID,1983 Constituency ID,1997 Constituency ID,Ward Class,BottomTier Name,BottomTier Class,BottomTierType,TopTier Administrator,TopTier Name,County Name,Region Name,Country Name
301734,301955,88694,Sewill K.,Lib,1237,2,0,0,1,1,1,22047,1981,1,8140,42.3,3443,3436,3436,3436,736,Liverpool No.22 (Melrose & Westminster),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301733,301954,88694,Fitzsimmons S.,CON,154,3,0,0,1,1,1,22047,1981,1,8140,42.3,3443,3436,3436,3436,736,Liverpool No.22 (Melrose & Westminster),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301747,301968,88697,Hollinshead J.,LAB,2572,1,1,0,1,1,1,22048,1981,1,12095,40.4,4886,4865,4865,4865,736,Liverpool No.23 (Old Swan),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301746,301967,88697,Galbraith D.,Lib,1194,2,0,0,1,1,1,22048,1981,1,12095,40.4,4886,4865,4865,4865,736,Liverpool No.23 (Old Swan),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301745,301966,88697,Connolly W.,CON,973,3,0,0,1,1,1,22048,1981,1,12095,40.4,4886,4865,4865,4865,736,Liverpool No.23 (Old Swan),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301749,301970,88697,Mohin H.,Comm,65,4,0,0,1,1,1,22048,1981,1,12095,40.4,4886,4865,4865,4865,736,Liverpool No.23 (Old Swan),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301748,301969,88697,McCullogh W.,Ind Li,61,5,0,0,1,1,1,22048,1981,1,12095,40.4,4886,4865,4865,4865,736,Liverpool No.23 (Old Swan),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301758,301979,88700,Mahon P.,Lib,2668,1,0,1,1,1,1,22049,1981,1,10856,41.3,4484,4467,4467,4467,736,Liverpool No.24 (Picton),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301757,301978,88700,Clarke R.,LAB,1336,2,0,0,1,1,1,22049,1981,1,10856,41.3,4484,4467,4467,4467,736,Liverpool No.24 (Picton),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301759,301980,88700,Mckellar I.,CON,395,3,0,0,1,1,1,22049,1981,1,10856,41.3,4484,4467,4467,4467,736,Liverpool No.24 (Picton),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301760,301981,88700,Volleamere J.,Comm,68,4,0,0,1,1,1,22049,1981,1,10856,41.3,4484,4467,4467,4467,736,Liverpool No.24 (Picton),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301767,301988,88703,Wareing R.,LAB,4280,1,0,0,1,1,1,22050,1981,1,15727,35.9,5646,5635,5635,5635,736,Liverpool No.25 (Pirrie),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301768,301989,88703,Wright J.,CON,788,2,1,0,1,1,1,22050,1981,1,15727,35.9,5646,5635,5635,5635,736,Liverpool No.25 (Pirrie),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301766,301987,88703,Ellis T.,Lib,567,3,0,0,1,1,1,22050,1981,1,15727,35.9,5646,5635,5635,5635,736,Liverpool No.25 (Pirrie),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301777,301998,88706,Keidan H.,LAB,1721,1,0,0,1,1,1,22051,1981,1,8741,40.2,3514,3497,3497,3497,736,Liverpool No.26 (St. Marys),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301778,301999,88706,Millea P.,Lib,1070,2,0,0,1,1,1,22051,1981,1,8741,40.2,3514,3497,3497,3497,736,Liverpool No.26 (St. Marys),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301776,301997,88706,Hawes D.,CON,649,3,0,0,1,1,1,22051,1981,1,8741,40.2,3514,3497,3497,3497,736,Liverpool No.26 (St. Marys),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301779,302000,88706,Ross R.,Comm,57,4,0,0,1,1,1,22051,1981,1,8741,40.2,3514,3497,3497,3497,736,Liverpool No.26 (St. Marys),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301789,302010,88709,Pratt G.,LAB,1141,1,0,0,1,1,1,22052,1981,1,9576,33,3160,3144,3144,3144,736,Liverpool No.27 (St. Michaels),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301787,302008,88709,Abrams G.,Lib,1140,2,0,0,1,1,1,22052,1981,1,9576,33,3160,3144,3144,3144,736,Liverpool No.27 (St. Michaels),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301788,302009,88709,Jones R.,CON,863,3,0,1,1,1,1,22052,1981,1,9576,33,3160,3144,3144,3144,736,Liverpool No.27 (St. Michaels),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301797,302018,88712,Hughes J.,LAB,2569,1,0,0,1,1,1,22053,1981,1,8381,38.6,3235,2820,2820,2820,736,Liverpool No.28 (Sandhills & Vauxhall),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301798,302019,88712,Radford S.,Lib,192,2,0,0,1,1,1,22053,1981,1,8381,38.6,3235,2820,2820,2820,736,Liverpool No.28 (Sandhills & Vauxhall),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301796,302017,88712,Clarke H.,CON,59,3,1,0,1,1,1,22053,1981,1,8381,38.6,3235,2820,2820,2820,736,Liverpool No.28 (Sandhills & Vauxhall),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301806,302027,88715,Simpson B.,LAB,2934,1,0,0,1,1,1,22054,1981,1,13281,31.6,4197,4196,4196,4196,736,Liverpool No.29 (Speke),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301804,302025,88715,Ball J.,Lib,832,2,0,0,1,1,1,22054,1981,1,13281,31.6,4197,4196,4196,4196,736,Liverpool No.29 (Speke),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301805,302026,88715,Nugent A.,CON,430,3,1,0,1,1,1,22054,1981,1,13281,31.6,4197,4196,4196,4196,736,Liverpool No.29 (Speke),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301544,301765,88637,Weaver W.,CON,2189,1,0,1,1,1,1,22028,1981,1,10698,41.4,4429,4422,4422,4422,736,Liverpool No.3 (Allerton),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301543,301764,88637,O'Neill M.,LAB,1180,2,0,0,1,1,1,22028,1981,1,10698,41.4,4429,4422,4422,4422,736,Liverpool No.3 (Allerton),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301542,301763,88637,Chinn N.,Lib,1053,3,0,0,1,1,1,22028,1981,1,10698,41.4,4429,4422,4422,4422,736,Liverpool No.3 (Allerton),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301814,302035,88718,Gore B.,Lib,1890,1,0,0,1,1,1,22055,1981,1,10570,40.4,4270,4256,4256,4256,736,Liverpool No.30 (Tuebrook),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301816,302037,88718,McDonald T.,LAB,1690,2,0,0,1,1,1,22055,1981,1,10570,40.4,4270,4256,4256,4256,736,Liverpool No.30 (Tuebrook),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301815,302036,88718,Irving J.,CON,676,3,0,0,1,1,1,22055,1981,1,10570,40.4,4270,4256,4256,4256,736,Liverpool No.30 (Tuebrook),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301823,302044,88721,Riley J.,LAB,1455,1,0,0,1,1,1,22056,1981,1,10955,31.9,3495,3487,3487,3487,736,Liverpool No.31 (Warbreck),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301822,302043,88721,Flude R.,CON,1149,2,0,1,1,1,1,22056,1981,1,10955,31.9,3495,3487,3487,3487,736,Liverpool No.31 (Warbreck),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301824,302045,88721,Rogers H.,Lib,883,3,0,0,1,1,1,22056,1981,1,10955,31.9,3495,3487,3487,3487,736,Liverpool No.31 (Warbreck),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301832,302053,88724,Evans L.,LAB,3152,1,0,1,1,1,1,22057,1981,1,11848,34.4,4076,4064,4064,4064,736,Liverpool No.32 (Woolton East),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301833,302054,88724,Nester J.,Lib,483,2,1,0,1,1,1,22057,1981,1,11848,34.4,4076,4064,4064,4064,736,Liverpool No.32 (Woolton East),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301834,302055,88724,Stephen P.,CON,429,3,1,0,1,1,1,22057,1981,1,11848,34.4,4076,4064,4064,4064,736,Liverpool No.32 (Woolton East),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301852,302073,88727,Williams L.,CON,3681,1,0,1,1,1,1,22058,1981,2,17859,0,0,6739,6739,6739,736,Liverpool No.33 (Woolton West),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301848,302069,88727,Hobday T.,CON,3679,2,0,1,0,0,0,22058,1981,2,17859,0,0,6739,6739,6739,736,Liverpool No.33 (Woolton West),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301847,302068,88727,Bradbury D.,LAB,1723,3,0,0,1,1,1,22058,1981,2,17859,0,0,6739,6739,6739,736,Liverpool No.33 (Woolton West),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301849,302070,88727,Martin P.,LAB,1671,4,0,0,0,0,0,22058,1981,2,17859,0,0,6739,6739,6739,736,Liverpool No.33 (Woolton West),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301850,302071,88727,Mayes C.,Lib,1335,5,0,0,1,1,1,22058,1981,2,17859,0,0,6739,6739,6739,736,Liverpool No.33 (Woolton West),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301851,302072,88727,Ousby R.,Lib,1286,6,0,0,0,0,0,22058,1981,2,17859,0,0,6739,6739,6739,736,Liverpool No.33 (Woolton West),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301551,301772,88640,Cartmell C.,Lib,2225,1,1,0,1,1,1,22029,1981,1,12478,40.9,5104,5099,5099,5099,736,Liverpool No.4 (Anfield),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301553,301774,88640,Roberts J.,LAB,1848,2,0,0,1,1,1,22029,1981,1,12478,40.9,5104,5099,5099,5099,736,Liverpool No.4 (Anfield),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301552,301773,88640,Pink T.,CON,1026,3,0,1,1,1,1,22029,1981,1,12478,40.9,5104,5099,5099,5099,736,Liverpool No.4 (Anfield),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301562,301783,88643,Johnson R.,Lib,1746,1,0,0,1,1,1,22030,1981,1,12115,36.5,4422,4401,4401,4401,736,Liverpool No.5 (Arundel),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301564,301785,88643,Quick R.,LAB,1713,2,0,0,1,1,1,22030,1981,1,12115,36.5,4422,4401,4401,4401,736,Liverpool No.5 (Arundel),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301563,301784,88643,Quayle H.,CON,857,3,0,1,1,1,1,22030,1981,1,12115,36.5,4422,4401,4401,4401,736,Liverpool No.5 (Arundel),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301561,301782,88643,Blevin J.,Comm,85,4,0,0,1,1,1,22030,1981,1,12115,36.5,4422,4401,4401,4401,736,Liverpool No.5 (Arundel),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301571,301792,88646,Brazier J.,LAB,1884,1,0,0,1,1,1,22031,1981,1,11179,34.7,3879,3868,3868,3868,736,Liverpool No.6 (Breckfield & St. Dominic),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301573,301794,88646,McNevin F.,Lib,1708,2,0,0,1,1,1,22031,1981,1,11179,34.7,3879,3868,3868,3868,736,Liverpool No.6 (Breckfield & St. Dominic),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301572,301793,88646,Dougherty P.,CON,276,3,1,0,1,1,1,22031,1981,1,11179,34.7,3879,3868,3868,3868,736,Liverpool No.6 (Breckfield & St. Dominic),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301582,301803,88649,Wright B.,LAB,1660,1,0,0,1,1,1,22032,1981,1,11833,37.6,4449,4445,4445,4445,736,Liverpool No.7 (Broadgreen),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301580,301801,88649,Holmes G.,Lib,1651,2,0,0,1,1,1,22032,1981,1,11833,37.6,4449,4445,4445,4445,736,Liverpool No.7 (Broadgreen),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301581,301802,88649,Oughton R.,CON,1134,3,0,0,1,1,1,22032,1981,1,11833,37.6,4449,4445,4445,4445,736,Liverpool No.7 (Broadgreen),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301591,301812,88652,Coombes K.,LAB,2565,1,0,0,1,1,1,22033,1981,1,10638,28,2979,2968,2968,2968,736,Liverpool No.8 (Central & Everton),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301590,301811,88652,Barrow W.,Lib,231,2,0,0,1,1,1,22033,1981,1,10638,28,2979,2968,2968,2968,736,Liverpool No.8 (Central & Everton),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301592,301813,88652,Crighton E.,CON,172,3,0,0,1,1,1,22033,1981,1,10638,28,2979,2968,2968,2968,736,Liverpool No.8 (Central & Everton),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301608,301829,88655,de Boer C.,CON,3114,1,0,1,1,1,1,22034,1981,2,19620,0,0,7114,10101,7114,736,Liverpool No.9 (Childwall),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301610,301831,88655,Wood M.,CON,3060,2,1,1,0,1,0,22034,1981,2,19620,0,0,7114,10101,7114,736,Liverpool No.9 (Childwall),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301605,301826,88655,Astbury P.,LAB,2072,3,0,0,1,0,1,22034,1981,2,19620,0,0,7114,10101,7114,736,Liverpool No.9 (Childwall),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301609,301830,88655,Mulhearn A.,LAB,2040,4,0,0,0,1,0,22034,1981,2,19620,0,0,7114,10101,7114,736,Liverpool No.9 (Childwall),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301606,301827,88655,Barton W.,Lib,1928,5,0,0,1,0,1,22034,1981,2,19620,0,0,7114,10101,7114,736,Liverpool No.9 (Childwall),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301607,301828,88655,Brash E.,Lib,1887,6,0,0,0,1,0,22034,1981,2,19620,0,0,7114,10101,7114,736,Liverpool No.9 (Childwall),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301943,302164,88763,Moore A.,LAB,2677,1,0,0,1,1,1,22070,1981,1,12640,31.1,3931,3923,3923,3923,738,Bootle No.1,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301944,302165,88763,Morris F.,CON,788,2,0,1,1,1,1,22070,1981,1,12640,31.1,3931,3923,3923,3923,738,Bootle No.1,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301942,302163,88763,Fjortoft H.,Lib,458,3,0,0,1,1,1,22070,1981,1,12640,31.1,3931,3923,3923,3923,738,Bootle No.1,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301954,302175,88766,Wiseman W.,LAB,2142,1,0,1,1,1,1,22071,1981,1,9432,29.5,2782,2764,2764,2764,738,Bootle No.2,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301953,302174,88766,Williams R.,Lib,337,2,0,0,1,1,1,22071,1981,1,9432,29.5,2782,2764,2764,2764,738,Bootle No.2,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301952,302173,88766,Dunbar H.,CON,285,3,0,0,1,1,1,22071,1981,1,9432,29.5,2782,2764,2764,2764,738,Bootle No.2,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301970,302191,88769,Hillen B.,LAB,5255,1,0,1,1,1,1,22072,1981,2,24130,0,0,7708,7708,12705,738,Bootle No.3,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301971,302192,88769,McNicholas T.,LAB,5109,2,0,0,0,0,1,22072,1981,2,24130,0,0,7708,7708,12705,738,Bootle No.3,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301969,302190,88769,Harris A.,Lib,1336,3,0,0,1,1,0,22072,1981,2,24130,0,0,7708,7708,12705,738,Bootle No.3,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301967,302188,88769,Butterfield J.,Lib,1291,4,0,0,0,0,1,22072,1981,2,24130,0,0,7708,7708,12705,738,Bootle No.3,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301968,302189,88769,Halliwell G.,CON,1117,5,0,0,1,1,0,22072,1981,2,24130,0,0,7708,7708,12705,738,Bootle No.3,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301966,302187,88769,Borrows J.,CON,1050,6,0,0,0,0,1,22072,1981,2,24130,0,0,7708,7708,12705,738,Bootle No.3,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301978,302199,88772,Goldrein N.,CON,1931,1,0,1,1,1,1,22073,1981,1,11943,39.6,4729,4731,4731,4731,738,Crosby No.1,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301980,302201,88772,Sartain K.,Lib,1507,2,0,0,1,1,1,22073,1981,1,11943,39.6,4729,4731,4731,4731,738,Crosby No.1,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301979,302200,88772,Hulligan J.,LAB,1293,3,0,0,1,1,1,22073,1981,1,11943,39.6,4729,4731,4731,4731,738,Crosby No.1,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301989,302210,88775,Waring R.,LAB,2325,1,0,0,1,1,1,22074,1981,1,10278,40,4111,4092,4092,4092,738,Crosby No.2,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301987,302208,88775,Harvey R.,CON,1013,2,0,1,1,1,1,22074,1981,1,10278,40,4111,4092,4092,4092,738,Crosby No.2,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301988,302209,88775,Kehoe V.,Lib,754,3,0,0,1,1,1,22074,1981,1,10278,40,4111,4092,4092,4092,738,Crosby No.2,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301996,302217,88778,Bennett W.,CON,2074,1,0,1,1,1,1,22075,1981,1,10323,37.4,3861,3845,3845,3845,738,Crosby No.3,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301997,302218,88778,Murphy E.,LAB,1771,2,0,0,1,1,1,22075,1981,1,10323,37.4,3861,3845,3845,3845,738,Crosby No.3,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302004,302225,88781,Prichard E.,CON,2581,1,0,1,1,1,1,22076,1981,1,9203,40.9,3764,3756,3756,3756,738,Crosby No.4,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302005,302226,88781,Stringer G.,LAB,654,2,0,0,1,1,1,22076,1981,1,9203,40.9,3764,3756,3756,3756,738,Crosby No.4,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302003,302224,88781,Bolger C.,Lib,521,3,0,0,1,1,1,22076,1981,1,9203,40.9,3764,3756,3756,3756,738,Crosby No.4,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302012,302233,88784,Murray-Bligh J.,CON,3629,1,0,0,1,1,1,22077,1981,1,18599,40.1,7458,7451,7451,7451,738,Formby,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302011,302232,88784,Metcalfe M.,Lib,2142,2,1,0,1,1,1,22077,1981,1,18599,40.1,7458,7451,7451,7451,738,Formby,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302010,302231,88784,Linden J.,LAB,1206,3,0,0,1,1,1,22077,1981,1,18599,40.1,7458,7451,7451,7451,738,Formby,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302013,302234,88784,Small R.,Ecol,474,4,0,0,1,1,1,22077,1981,1,18599,40.1,7458,7451,7451,7451,738,Formby,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302022,302243,88787,Lawrenson E.,LAB,4133,1,1,0,1,1,1,22078,1981,1,16077,35,5627,5605,5605,5605,738,Litherland,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302021,302242,88787,Buckles G.,CON,1472,2,1,1,1,1,1,22078,1981,1,16077,35,5627,5605,5605,5605,738,Litherland,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302031,302252,88790,Hartley J.,CON,2604,1,0,1,1,1,1,22079,1981,1,14192,32.8,4655,4647,4647,4647,738,Southport No.1,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302032,302253,88790,Rothwell E.,Lib,1266,2,1,0,1,1,1,22079,1981,1,14192,32.8,4655,4647,4647,4647,738,Southport No.1,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302030,302251,88790,Caven J.,LAB,777,3,0,0,1,1,1,22079,1981,1,14192,32.8,4655,4647,4647,4647,738,Southport No.1,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302041,302262,88793,Rimmer R.,Lib,1759,1,1,0,1,1,1,22080,1981,1,12174,36.2,4407,4408,4408,4408,738,Southport No.2,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302040,302261,88793,Lamont B.,CON,1548,2,0,0,1,1,1,22080,1981,1,12174,36.2,4407,4408,4408,4408,738,Southport No.2,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302039,302260,88793,Forkins S.,LAB,1101,3,0,0,1,1,1,22080,1981,1,12174,36.2,4407,4408,4408,4408,738,Southport No.2,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302047,302268,88796,Shaw S.,Lib,1681,1,0,0,1,1,1,22081,1981,1,9120,36.9,3365,3356,3356,3356,738,Southport No.3,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302046,302267,88796,Morland J.,CON,1675,2,1,0,1,1,1,22081,1981,1,9120,36.9,3365,3356,3356,3356,738,Southport No.3,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302054,302275,88799,Fearn R.,Lib,3213,1,0,1,1,1,1,22082,1981,1,11188,37.8,4229,4210,4210,4210,738,Southport No.4,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302055,302276,88799,Heaton J.,CON,997,2,1,0,1,1,1,22082,1981,1,11188,37.8,4229,4210,4210,4210,738,Southport No.4,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302063,302284,88802,Griffiths D.,Lib,2611,1,0,0,1,1,1,22083,1981,1,11516,46.8,5389,5388,5388,5388,738,Southport No.5,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302064,302285,88802,Leech J.,CON,2134,2,1,0,1,1,1,22083,1981,1,11516,46.8,5389,5388,5388,5388,738,Southport No.5,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302062,302283,88802,Bell A.,LAB,643,3,1,0,1,1,1,22083,1981,1,11516,46.8,5389,5388,5388,5388,738,Southport No.5,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302071,302292,88805,Robinson J.,CON,1831,1,0,0,1,1,1,22084,1981,1,11378,34.6,3937,3932,3932,3932,738,Southport No.6,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302070,302291,88805,Jones N.,Lib,1673,2,0,0,1,1,1,22084,1981,1,11378,34.6,3937,3932,3932,3932,738,Southport No.6,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302069,302290,88805,Burnett R.,LAB,428,3,0,0,1,1,1,22084,1981,1,11378,34.6,3937,3932,3932,3932,738,Southport No.6,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302077,302298,88808,Birch A.,CON,2251,1,0,1,1,1,1,22085,1981,1,9674,36.5,3531,3510,3510,3510,738,West Lancashire No.1,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
